strikePrice,expiryDate,PE.strikePrice,PE.expiryDate,PE.underlying,PE.identifier,PE.openInterest,PE.changeinOpenInterest,PE.pchangeinOpenInterest,PE.totalTradedVolume,PE.impliedVolatility,PE.lastPrice,PE.change,PE.pChange,PE.totalBuyQuantity,PE.totalSellQuantity,PE.bidQty,PE.bidprice,PE.askQty,PE.askPrice,PE.underlyingValue,CE.strikePrice,CE.expiryDate,CE.underlying,CE.identifier,CE.openInterest,CE.changeinOpenInterest,CE.pchangeinOpenInterest,CE.totalTradedVolume,CE.impliedVolatility,CE.lastPrice,CE.change,CE.pChange,CE.totalBuyQuantity,CE.totalSellQuantity,CE.bidQty,CE.bidprice,CE.askQty,CE.askPrice,CE.underlyingValue
22400,09-May-2024,22400.0,09-May-2024,NIFTY,OPTIDXNIFTY09-05-2024PE22400.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4950.0,6450.0,50.0,169.85,250.0,187.75,22605.8,22400.0,09-May-2024,NIFTY,OPTIDXNIFTY09-05-2024CE22400.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,4500.0,900.0,504.2,900.0,548.65,22605.8
22400,30-May-2024,22400.0,30-May-2024,NIFTY,OPTIDXNIFTY30-05-2024PE22400.00,2074.0,91.0,4.5890065557236515,343.0,12.97,229.8,-22.399999999999977,-8.881839809674853,14800.0,15200.0,1100.0,227.75,150.0,228.85,22605.8,22400.0,30-May-2024,NIFTY,OPTIDXNIFTY30-05-2024CE22400.00,1217.0,151.0,14.165103189493433,272.0,9.29,636.4,61.10000000000002,10.620545802190167,5700.0,8550.0,50.0,631.95,100.0,634.15,22605.8
22400,27-Jun-2024,22400.0,27-Jun-2024,NIFTY,OPTIDXNIFTY27-06-2024PE22400.00,369.0,0.0,0.0,2.0,16.05,385.35,-19.649999999999977,-4.851851851851846,7100.0,4550.0,50.0,381.15,50.0,385.5,22605.8,22400.0,27-Jun-2024,NIFTY,OPTIDXNIFTY27-06-2024CE22400.00,95.0,-8.0,-7.766990291262136,16.0,11.93,900.0,42.450000000000045,4.9501486793773015,4250.0,4500.0,100.0,899.0,50.0,909.0,22605.8
22450,10-Apr-2024,22450.0,10-Apr-2024,NIFTY,OPTIDXNIFTY10-04-2024PE22450.00,60355.0,12967.0,27.363467544526042,86844.0,16.2,48.2,-34.55,-41.75226586102719,204350.0,391900.0,650.0,48.25,1100.0,48.4,22605.8,22450.0,10-Apr-2024,NIFTY,OPTIDXNIFTY10-04-2024CE22450.00,18675.0,382.0,2.0882304706718418,31479.0,16.24,201.0,36.80000000000001,22.411693057247266,87250.0,96900.0,1000.0,200.75,600.0,201.0,22605.8
22450,18-Apr-2024,22450.0,18-Apr-2024,NIFTY,OPTIDXNIFTY18-04-2024PE22450.00,2798.0,292.0,11.652035115722267,1683.0,12.39,100.25,-29.849999999999994,-22.943889315910834,43400.0,50200.0,150.0,99.25,600.0,99.65,22605.8,22450.0,18-Apr-2024,NIFTY,OPTIDXNIFTY18-04-2024CE22450.00,1387.0,204.0,17.24429416737109,1473.0,11.13,287.7,45.54999999999998,18.810654552963033,34900.0,29900.0,350.0,288.2,900.0,289.2,22605.8
22450,25-Apr-2024,22450.0,25-Apr-2024,NIFTY,OPTIDXNIFTY25-04-2024PE22450.00,3560.0,205.0,6.110283159463488,662.0,12.26,135.6,-30.849999999999994,-18.534094322619403,40000.0,37800.0,600.0,134.4,350.0,134.9,22605.8,22450.0,25-Apr-2024,NIFTY,OPTIDXNIFTY25-04-2024CE22450.00,2106.0,40.0,1.936108422071636,370.0,11.34,362.9,47.94999999999999,15.224638831560561,17850.0,20800.0,50.0,362.6,100.0,363.85,22605.8
22450,02-May-2024,22450.0,02-May-2024,NIFTY,OPTIDXNIFTY02-05-2024PE22450.00,46.0,0.0,0.0,6.0,12.7,172.75,-23.30000000000001,-11.884723284876312,8200.0,5950.0,1800.0,160.65,100.0,170.85,22605.8,22450.0,02-May-2024,NIFTY,OPTIDXNIFTY02-05-2024CE22450.00,58.0,0.0,0.0,1.0,10.21,400.35,6.100000000000023,1.5472415979708365,3750.0,6100.0,50.0,425.95,200.0,443.2,22605.8
22450,09-May-2024,22450.0,09-May-2024,NIFTY,OPTIDXNIFTY09-05-2024PE22450.00,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5550.0,4500.0,100.0,179.05,1800.0,203.5,22605.8,22450.0,09-May-2024,NIFTY,OPTIDXNIFTY09-05-2024CE22450.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100.0,4600.0,400.0,321.85,900.0,515.7,22605.8
22450,30-May-2024,22450.0,30-May-2024,NIFTY,OPTIDXNIFTY30-05-2024PE22450.00,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100.0,3900.0,50.0,238.85,50.0,248.35,22605.8,22450.0,30-May-2024,NIFTY,OPTIDXNIFTY30-05-2024CE22450.00,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,6100.0,50.0,589.1,50.0,609.65,22605.8
22450,27-Jun-2024,22450.0,27-Jun-2024,NIFTY,OPTIDXNIFTY27-06-2024PE22450.00,47.0,-3.0,-6.0,13.0,16.11,405.5,-10.550000000000011,-2.535752914313186,3650.0,5450.0,50.0,398.65,50.0,402.65,22605.8,22450.0,27-Jun-2024,NIFTY,OPTIDXNIFTY27-06-2024CE22450.00,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3550.0,3550.0,50.0,852.15,50.0,891.15,22605.8
22500,10-Apr-2024,22500.0,10-Apr-2024,NIFTY,OPTIDXNIFTY10-04-2024PE22500.00,153081.0,34727.0,29.341636108623284,221910.0,15.68,62.0,-39.95,-39.185875429131926,425600.0,1086500.0,2450.0,61.85,350.0,62.0,22605.8,22500.0,10-Apr-2024,NIFTY,OPTIDXNIFTY10-04-2024CE22500.00,105206.0,2207.0,2.14273924989563,169234.0,15.95,164.95,31.44999999999999,23.55805243445692,374050.0,393800.0,450.0,164.6,450.0,164.9,22605.8
22500,18-Apr-2024,22500.0,18-Apr-2024,NIFTY,OPTIDXNIFTY18-04-2024PE22500.00,12827.0,1347.0,11.733449477351916,9097.0,12.08,114.25,-34.0,-22.93423271500843,63950.0,88850.0,50.0,114.0,50.0,114.25,22605.8,22500.0,18-Apr-2024,NIFTY,OPTIDXNIFTY18-04-2024CE22500.00,7721.0,-545.0,-6.593273651100895,5959.0,11.38,255.05,42.55000000000001,20.023529411764713,51250.0,41000.0,300.0,254.3,600.0,255.1,22605.8
22500,25-Apr-2024,22500.0,25-Apr-2024,NIFTY,OPTIDXNIFTY25-04-2024PE22500.00,78857.0,3178.0,4.1993155300677865,25073.0,12.05,150.25,-36.25,-19.43699731903485,81300.0,205350.0,2500.0,150.0,2000.0,150.25,22605.8,22500.0,25-Apr-2024,NIFTY,OPTIDXNIFTY25-04-2024CE22500.00,60266.0,749.0,1.258463968277971,17202.0,11.33,329.2,46.599999999999966,16.489738145789087,71600.0,95800.0,100.0,329.15,500.0,329.6,22605.8
22500,02-May-2024,22500.0,02-May-2024,NIFTY,OPTIDXNIFTY02-05-2024PE22500.00,533.0,2.0,0.3766478342749529,37.0,12.54,185.8,-28.5,-13.299113392440503,5600.0,8050.0,50.0,184.0,100.0,185.8,22605.8,22500.0,02-May-2024,NIFTY,OPTIDXNIFTY02-05-2024CE22500.00,719.0,63.0,9.603658536585366,202.0,11.82,410.0,43.0,11.716621253405995,8900.0,10500.0,150.0,403.3,1000.0,407.55,22605.8
